country,year,records
LAO,2018,8848
LAO,2019,12765
LAO,2020,34803
LAO,2021,33310
LAO,2022,27514
LAO,2023,29733
LAO,2024,35027
LAO,2025,2517
LBN,1960,231
LBN,1961,240
LBN,1962,271
LBN,1963,747
LBN,1964,1028
LBN,1965,1074
LBN,1966,628
LBN,1967,233
LBN,1968,499
LBN,1969,590
LBN,1970,54
LBN,1971,102
LBN,1972,106
LBN,1973,167
LBN,1974,201
LBN,1975,374
LBN,1976,9
LBN,1977,13
LBN,1978,60
LBN,1979,40
LBN,1980,196
LBN,1981,90
LBN,1982,131
LBN,1983,42
LBN,1984,43
LBN,1985,25
LBN,1986,55
LBN,1987,169
LBN,1988,119
LBN,1990,42
LBN,1991,13
LBN,1992,73
LBN,1993,121
LBN,1994,159
LBN,1995,234
LBN,1996,231
LBN,1997,342
LBN,1998,202
LBN,1999,123
LBN,2000,190
LBN,2001,205
LBN,2002,174
LBN,2003,1515
LBN,2004,317
LBN,2005,280
LBN,2006,193
LBN,2007,95
LBN,2008,283
LBN,2009,230
LBN,2010,1125
LBN,2011,914
LBN,2012,4169
LBN,2013,592
LBN,2014,593
LBN,2015,8332
LBN,2016,11914
LBN,2017,2137
LBN,2018,4493
LBN,2019,30064
LBN,2020,44408
LBN,2021,16854
LBN,2022,9985
LBN,2023,35208
LBN,2024,7641
LBN,2025,967
LBR,1960,575
LBR,1961,1702
LBR,1962,4974
LBR,1963,18754
LBR,1964,7777
LBR,1965,3284
LBR,1966,6518
LBR,1967,1539
LBR,1968,1892
LBR,1969,7293
LBR,1970,5220
LBR,1971,2822
LBR,1972,459
LBR,1973,1662
LBR,1974,941
LBR,1975,1354
LBR,1976,82
LBR,1977,2155
LBR,1978,1103
LBR,1979,298
LBR,1980,394
LBR,1981,55
LBR,1982,207
LBR,1983,124
LBR,1984,113
LBR,1985,247
LBR,1986,295
LBR,1987,18
LBR,1988,1547
LBR,1989,726
LBR,1990,1426
LBR,1991,72
LBR,1992,45
LBR,1993,12
LBR,1994,13
LBR,1995,22
LBR,1996,13
LBR,1997,2
LBR,1998,5
LBR,1999,29
LBR,2000,175
LBR,2001,39
LBR,2002,1264
LBR,2003,187
LBR,2004,561
LBR,2005,4917
LBR,2006,958
LBR,2007,1186
LBR,2008,8122
LBR,2009,8379
LBR,2010,5174
LBR,2011,2418
LBR,2012,1946
LBR,2013,6087
LBR,2014,3273
LBR,2015,2249
LBR,2016,3739
LBR,2017,5273
LBR,2018,9250
LBR,2019,6572
LBR,2020,6946
LBR,2021,10189
LBR,2022,12541
LBR,2023,9672
LBR,2024,4566
LBR,2025,731
LBY,1960,171
LBY,1961,977
LBY,1962,1497
LBY,1963,150
LBY,1964,125
LBY,1965,103
LBY,1966,476
LBY,1967,188
LBY,1968,1270
LBY,1969,916
LBY,1970,1583
LBY,1971,83
LBY,1972,434
LBY,1973,281
LBY,1974,50
LBY,1975,82
LBY,1976,77
LBY,1977,121
LBY,1978,399
LBY,1979,273
LBY,1980,121
LBY,1981,568
LBY,1982,1434
LBY,1983,3569
LBY,1984,2093
LBY,1985,2748
LBY,1986,2300
LBY,1987,2305
LBY,1988,2323
LBY,1989,1430
LBY,1990,58
LBY,1991,23
LBY,1992,33
LBY,1993,13
LBY,1994,65
LBY,1995,14
LBY,1996,61
LBY,1997,19
LBY,1998,64
LBY,1999,152
LBY,2000,36
LBY,2001,681
LBY,2002,56
LBY,2003,59
LBY,2004,126
LBY,2005,182
LBY,2006,377
LBY,2007,200
LBY,2008,373
LBY,2009,6151
LBY,2010,1247
LBY,2011,559
LBY,2012,172
LBY,2013,143
LBY,2014,117
LBY,2015,81
LBY,2016,2363
LBY,2017,196
LBY,2018,1677
LBY,2019,449
LBY,2020,280
LBY,2021,483
LBY,2022,447
LBY,2023,408
LBY,2024,843
LBY,2025,834
LKA,1960,617
LKA,1961,343
LKA,1962,3125
LKA,1963,257
LKA,1964,727
LKA,1965,374
LKA,1966,676
LKA,1967,2053
LKA,1968,6295
LKA,1969,12154
LKA,1970,18399
LKA,1971,9803
LKA,1972,5892
LKA,1973,11720
LKA,1974,23958
LKA,1975,11804
LKA,1976,9392
LKA,1977,7926
LKA,1978,6862
LKA,1979,4309
LKA,1980,4323
LKA,1981,2196
LKA,1982,2474
LKA,1983,1917
LKA,1984,2075
LKA,1985,1741
LKA,1986,306
LKA,1987,547
LKA,1988,3161
LKA,1989,295
LKA,1990,415
LKA,1991,3068
LKA,1992,1095
LKA,1993,3743
LKA,1994,5738
LKA,1995,2894
LKA,1996,3532
LKA,1997,2533
LKA,1998,1639
LKA,1999,6303
LKA,2000,5405
LKA,2001,4703
LKA,2002,4669
LKA,2003,4020
LKA,2004,8344
LKA,2005,9072
LKA,2006,9793
LKA,2007,4374
LKA,2008,7617
LKA,2009,9884
LKA,2010,16779
LKA,2011,19197
LKA,2012,33278
LKA,2013,25942
LKA,2014,34779
LKA,2015,53046
LKA,2016,66139
LKA,2017,82887
LKA,2018,115739
LKA,2019,147163
LKA,2020,231115
LKA,2021,335629
LKA,2022,373216
LKA,2023,470327
LKA,2024,514698
LKA,2025,54520
LSO,1960,418
LSO,1961,97
LSO,1962,511
LSO,1963,1640
LSO,1964,386
LSO,1965,57
LSO,1966,20
LSO,1967,543
LSO,1968,339
LSO,1969,395
LSO,1970,298
LSO,1971,83
LSO,1972,87
LSO,1973,1120
LSO,1974,420
LSO,1975,848
LSO,1976,1708
LSO,1977,2428
LSO,1978,498
LSO,1979,908
LSO,1980,250
LSO,1981,763
LSO,1982,750
LSO,1983,934
LSO,1984,969
LSO,1985,822
LSO,1986,408
LSO,1987,6406
LSO,1988,7831
LSO,1989,5934
LSO,1990,4229
LSO,1991,3936
LSO,1992,171
LSO,1993,256
LSO,1994,594
LSO,1995,706
LSO,1996,617
LSO,1997,593
LSO,1998,640
LSO,1999,304
LSO,2000,379
LSO,2001,188
LSO,2002,211
LSO,2003,655
LSO,2004,317
LSO,2005,445
LSO,2006,525
LSO,2007,1692
LSO,2008,2247
LSO,2009,3614
LSO,2010,5001
LSO,2011,2972
LSO,2012,4255
LSO,2013,1788
LSO,2014,3079
LSO,2015,5463
LSO,2016,2111
LSO,2017,3735
LSO,2018,4134
LSO,2019,4589
LSO,2020,1602
LSO,2021,1355
LSO,2022,4408
LSO,2023,6773
LSO,2024,7452
LSO,2025,3902
LTU,1960,193
LTU,1961,415
LTU,1962,181
LTU,1963,337
LTU,1964,108
LTU,1965,78
LTU,1966,273
LTU,1967,57
LTU,1968,202
LTU,1969,384
LTU,1970,54
LTU,1971,114
LTU,1972,207
LTU,1973,235
LTU,1974,184
LTU,1975,2724
LTU,1976,3039
LTU,1977,1866
LTU,1978,5284
LTU,1979,2468
LTU,1980,1817
LTU,1981,1865
LTU,1982,943
LTU,1983,2378
LTU,1984,1455
LTU,1985,2025
LTU,1986,2217
LTU,1987,3248
LTU,1988,2344
LTU,1989,4062
LTU,1990,3265
LTU,1991,3889
LTU,1992,4176
LTU,1993,3579
LTU,1994,7817
LTU,1995,14145
LTU,1996,21726
LTU,1997,19454
LTU,1998,27493
LTU,1999,26537
LTU,2000,6159
LTU,2001,8717
LTU,2002,9950
LTU,2003,3736
LTU,2004,15717
LTU,2005,4977
LTU,2006,4429
LTU,2007,6481
LTU,2008,5717
LTU,2009,13423
LTU,2010,15135
LTU,2011,19084
LTU,2012,12006
LTU,2013,16580
LTU,2014,17977
LTU,2015,18554
LTU,2016,28670
LTU,2017,31676
LTU,2018,36982
LTU,2019,54618
LTU,2020,266408
LTU,2021,118658
LTU,2022,111215
LTU,2023,122448
LTU,2024,122026
LTU,2025,51935
LUX,1960,20718
LUX,1961,11941
LUX,1962,8856
LUX,1963,4318
LUX,1964,6625
LUX,1965,5986
LUX,1966,7629
LUX,1967,2778
LUX,1968,2586
LUX,1969,2544
LUX,1970,13085
LUX,1971,20853
LUX,1972,19933
LUX,1973,14365
LUX,1974,12985
LUX,1975,9127
LUX,1976,5722
LUX,1977,8548
LUX,1978,13948
LUX,1979,19604
LUX,1980,5389
LUX,1981,19252
LUX,1982,17563
LUX,1983,13959
LUX,1984,16528
LUX,1985,18538
LUX,1986,23675
LUX,1987,21141
LUX,1988,35815
LUX,1989,21565
LUX,1990,16043
LUX,1991,18750
LUX,1992,34061
LUX,1993,29359
LUX,1994,30172
LUX,1995,39603
LUX,1996,47391
LUX,1997,64036
LUX,1998,66907
LUX,1999,34248
LUX,2000,52816
LUX,2001,76888
LUX,2002,63284
LUX,2003,78490
LUX,2004,65385
LUX,2005,51684
LUX,2006,62439
LUX,2007,93942
LUX,2008,115046
LUX,2009,140608
LUX,2010,133765
LUX,2011,86822
LUX,2012,146376
LUX,2013,85904
LUX,2014,78613
LUX,2015,96249
LUX,2016,143469
LUX,2017,172046
LUX,2018,145969
LUX,2019,160595
LUX,2020,210456
LUX,2021,174774
LUX,2022,202323
LUX,2023,207808
LUX,2024,211945
LUX,2025,123415
LVA,1960,224
LVA,1961,187
LVA,1962,126
LVA,1963,87
LVA,1964,251
LVA,1965,523
LVA,1966,455
LVA,1967,2954
LVA,1968,1778
LVA,1969,437
LVA,1970,2169
LVA,1971,927
LVA,1972,713
LVA,1973,5175
LVA,1974,1774
LVA,1975,1099
LVA,1976,851
LVA,1977,612
LVA,1978,1519
LVA,1979,1323
LVA,1980,6486
LVA,1981,2664
LVA,1982,2550
LVA,1983,3339
LVA,1984,3272
LVA,1985,3297
LVA,1986,2464
LVA,1987,3212
LVA,1988,7622
LVA,1989,6935
LVA,1990,6780
LVA,1991,1724
LVA,1992,4200
LVA,1993,10703
LVA,1994,4272
LVA,1995,4289
LVA,1996,3955
LVA,1997,2724
LVA,1998,4213
LVA,1999,6450
LVA,2000,5392
LVA,2001,5978
LVA,2002,14431
LVA,2003,7105
LVA,2004,7575
LVA,2005,5554
LVA,2006,6047
LVA,2007,5628
LVA,2008,7243
LVA,2009,8231
LVA,2010,8058
LVA,2011,10006
LVA,2012,9583
LVA,2013,12505
LVA,2014,35315
LVA,2015,33840
LVA,2016,27783
LVA,2017,32974
LVA,2018,31035
LVA,2019,63246
LVA,2020,161905
LVA,2021,48468
LVA,2022,55031
LVA,2023,56918
LVA,2024,60552
LVA,2025,19896
MAR,1960,1719
MAR,1961,8063
MAR,1962,961
MAR,1963,738
MAR,1964,815
MAR,1965,1733
MAR,1966,1125
MAR,1967,2052
MAR,1968,1033
MAR,1969,4838
MAR,1970,10926
MAR,1971,4101
MAR,1972,6473
MAR,1973,3079
MAR,1974,4545
MAR,1975,3189
MAR,1976,3185
MAR,1977,1642
MAR,1978,3062
MAR,1979,1590
MAR,1980,7305
MAR,1981,12000
MAR,1982,3993
MAR,1983,3447
MAR,1984,6330
MAR,1985,6997
MAR,1986,5385
MAR,1987,4565
MAR,1988,8954
MAR,1989,11390
MAR,1990,9422
MAR,1991,4255
MAR,1992,6109
MAR,1993,15306
MAR,1994,12642
MAR,1995,10959
MAR,1996,9246
MAR,1997,8483
MAR,1998,2546
MAR,1999,2527
MAR,2000,3159
MAR,2001,8903
MAR,2002,5407
MAR,2003,8123
MAR,2004,8654
MAR,2005,7788
MAR,2006,13411
MAR,2007,16743
MAR,2008,14094
MAR,2009,19729
MAR,2010,16709
MAR,2011,18474
MAR,2012,23157
MAR,2013,35542
MAR,2014,84344
MAR,2015,106592
MAR,2016,84838
MAR,2017,86282
MAR,2018,102363
MAR,2019,98496
MAR,2020,39324
MAR,2021,65326
MAR,2022,176179
MAR,2023,217065
MAR,2024,228103
MAR,2025,57605
MDA,1960,296
MDA,1961,51
MDA,1962,75
MDA,1963,50
MDA,1964,142
MDA,1965,92
MDA,1966,51
MDA,1967,237
MDA,1968,456
MDA,1969,260
MDA,1970,209
MDA,1971,207
MDA,1972,61
MDA,1973,445
MDA,1974,108
MDA,1975,1202
MDA,1976,98
MDA,1977,76
MDA,1978,120
MDA,1979,157
MDA,1980,14
MDA,1981,447
MDA,1982,189
MDA,1983,109
MDA,1984,86
MDA,1985,87
MDA,1986,127
MDA,1987,59
MDA,1988,32
MDA,1989,64
MDA,1990,64
MDA,1991,21
MDA,1992,81
MDA,1993,50
MDA,1994,12
MDA,1995,10
MDA,1996,18
MDA,1997,137
MDA,1998,318
MDA,1999,36
MDA,2000,28
MDA,2001,13
MDA,2002,10
MDA,2003,6
MDA,2004,290
MDA,2005,803
MDA,2006,556
MDA,2007,36
MDA,2008,1022
MDA,2009,149
MDA,2010,139
MDA,2011,373
MDA,2012,334
MDA,2013,489
MDA,2014,457
MDA,2015,366
MDA,2016,6787
MDA,2017,6682
MDA,2018,6509
MDA,2019,12754
MDA,2020,14581
MDA,2021,20068
MDA,2022,19074
MDA,2023,20821
MDA,2024,11975
MDA,2025,3625
MDG,1960,18633
MDG,1961,6957
MDG,1962,9340
MDG,1963,10119
MDG,1964,13286
MDG,1965,4988
MDG,1966,6332
MDG,1967,10754
MDG,1968,4938
MDG,1969,3638
MDG,1970,6919
MDG,1971,6176
MDG,1972,8377
MDG,1973,3598
MDG,1974,4205
MDG,1975,7399
MDG,1976,2716
MDG,1977,1679
MDG,1978,2261
MDG,1979,2168
MDG,1980,1250
MDG,1981,911
MDG,1982,1844
MDG,1983,1195
MDG,1984,6991
MDG,1985,7116
MDG,1986,4801
MDG,1987,14226
MDG,1988,17522
MDG,1989,21199
MDG,1990,23764
MDG,1991,12831
MDG,1992,24442
MDG,1993,39493
MDG,1994,38263
MDG,1995,40709
MDG,1996,27071
MDG,1997,20112
MDG,1998,21363
MDG,1999,21334
MDG,2000,22899
MDG,2001,48968
MDG,2002,39328
MDG,2003,59801
MDG,2004,52468
MDG,2005,66495
MDG,2006,55148
MDG,2007,67947
MDG,2008,69035
MDG,2009,51162
MDG,2010,128137
MDG,2011,50038
MDG,2012,63420
MDG,2013,50887
MDG,2014,66826
MDG,2015,58152
MDG,2016,52449
MDG,2017,74344
MDG,2018,75786
MDG,2019,377222
MDG,2020,422397
MDG,2021,67027
MDG,2022,212206
MDG,2023,203221
MDG,2024,135669
MDG,2025,28681
MDV,1960,17
MDV,1961,10
MDV,1962,119
MDV,1963,285
MDV,1964,4743
MDV,1965,134
MDV,1966,101
MDV,1967,77
MDV,1968,26
MDV,1969,93
MDV,1970,18
MDV,1971,193
MDV,1972,1076
MDV,1973,17
MDV,1974,88
MDV,1975,193
MDV,1976,190
MDV,1977,97
MDV,1978,553
MDV,1979,20
MDV,1980,304
MDV,1981,9
MDV,1982,14
MDV,1983,359
MDV,1984,634
MDV,1985,46
MDV,1986,1126
MDV,1987,17819
MDV,1988,355
MDV,1989,70
MDV,1990,126
MDV,1991,247
MDV,1992,45
MDV,1993,76
MDV,1994,345
MDV,1995,275
MDV,1996,248
MDV,1997,364
MDV,1998,96
MDV,1999,321
MDV,2000,87
MDV,2001,169
MDV,2002,332
MDV,2003,184
MDV,2004,263
MDV,2005,155
MDV,2006,762
MDV,2007,407
MDV,2008,501
MDV,2009,432
MDV,2010,27128
MDV,2011,743
MDV,2012,1241
MDV,2013,1373
MDV,2014,1510
MDV,2015,2064
MDV,2016,899
MDV,2017,984
MDV,2018,1769
MDV,2019,3145
MDV,2020,1079
MDV,2021,3666
MDV,2022,4991
MDV,2023,6629
MDV,2024,8112
MDV,2025,11339
MEX,1960,104152
MEX,1961,92456
MEX,1962,108853
MEX,1963,107365
MEX,1964,108431
MEX,1965,145478
MEX,1966,145228
MEX,1967,105368
MEX,1968,96480
MEX,1969,102636
MEX,1970,114958
MEX,1971,124376
MEX,1972,154732
MEX,1973,157638
MEX,1974,124478
MEX,1975,122458
MEX,1976,132454
MEX,1977,111257
MEX,1978,128664
MEX,1979,150998
MEX,1980,181127
MEX,1981,211841
MEX,1982,287602
MEX,1983,214799
MEX,1984,206474
MEX,1985,255608
MEX,1986,237336
MEX,1987,202762
MEX,1988,188411
MEX,1989,170203
MEX,1990,187156
MEX,1991,226318
MEX,1992,160825
MEX,1993,156614
MEX,1994,188734
MEX,1995,254209
MEX,1996,214070
MEX,1997,260547
MEX,1998,276020
MEX,1999,249335
MEX,2000,186269
MEX,2001,201257
MEX,2002,291867
MEX,2003,277968
MEX,2004,282733
MEX,2005,308165
MEX,2006,313899
MEX,2007,283961
MEX,2008,323051
MEX,2009,348174
MEX,2010,422933
MEX,2011,370323
MEX,2012,511575
MEX,2013,635838
MEX,2014,689263
MEX,2015,965470
MEX,2016,1231399
MEX,2017,1396835
MEX,2018,1762207
MEX,2019,2314403
MEX,2020,1992668
MEX,2021,2480644
MEX,2022,2879596
MEX,2023,3625384
MEX,2024,3882532
MEX,2025,583390
MKD,1960,138
MKD,1961,57
MKD,1962,262
MKD,1963,282
MKD,1964,841
MKD,1965,641
MKD,1966,157
MKD,1967,259
MKD,1968,836
MKD,1969,324
MKD,1970,499
MKD,1971,812
MKD,1972,389
MKD,1973,183
MKD,1974,284
MKD,1975,632
MKD,1976,576
MKD,1977,591
MKD,1978,296
MKD,1979,771
MKD,1980,301
MKD,1981,242
MKD,1982,297
MKD,1983,324
MKD,1984,596
MKD,1985,327
MKD,1986,305
MKD,1987,348
MKD,1988,213
MKD,1989,251
MKD,1990,396
MKD,1991,110
MKD,1992,31
MKD,1993,16
MKD,1994,29
MKD,1995,42
MKD,1996,33
MKD,1997,125
MKD,1998,55
MKD,1999,119
MKD,2000,67
MKD,2001,24
MKD,2002,136
MKD,2003,145
MKD,2004,165
MKD,2005,374
MKD,2006,1239
MKD,2007,592
MKD,2008,939
MKD,2009,2675
MKD,2010,896
MKD,2011,1953
MKD,2012,3769
MKD,2013,2114
MKD,2014,4224
MKD,2015,10644
MKD,2016,9356
MKD,2017,12672
MKD,2018,10486
MKD,2019,11762
MKD,2020,5956
MKD,2021,12060
MKD,2022,17556
MKD,2023,23107
MKD,2024,23787
MKD,2025,10465
MLI,1960,498
MLI,1961,161
MLI,1962,17
MLI,1963,128
MLI,1964,271
MLI,1965,387
MLI,1966,297
MLI,1967,972
MLI,1968,280
MLI,1969,1335
MLI,1970,984
MLI,1971,845
MLI,1972,330
MLI,1973,1463
MLI,1974,474
MLI,1975,914
MLI,1976,308
MLI,1977,1187
MLI,1978,2796
MLI,1979,1420
MLI,1980,5931
MLI,1981,2291
MLI,1982,886
MLI,1983,217
MLI,1984,1041
MLI,1985,571
MLI,1986,1541
MLI,1987,1742
MLI,1988,1701
MLI,1989,1532
MLI,1990,2076
MLI,1991,3897
MLI,1992,1073
MLI,1993,474
MLI,1994,823
MLI,1995,797
MLI,1996,228
MLI,1997,241
MLI,1998,388
MLI,1999,724
MLI,2000,1298
MLI,2001,480
MLI,2002,1056
MLI,2003,2180
MLI,2004,5018
MLI,2005,1860
MLI,2006,1478
MLI,2007,2474
MLI,2008,786
MLI,2009,2470
MLI,2010,736
MLI,2011,1195
MLI,2012,1737
MLI,2013,2004
MLI,2014,4900
MLI,2015,5997
MLI,2016,6197
MLI,2017,5563
MLI,2018,10748
MLI,2019,3500
MLI,2020,6257
MLI,2021,12759
MLI,2022,16416
MLI,2023,19921
MLI,2024,51
MLI,2025,306
MMR,1960,167
MMR,1961,2122
MMR,1962,820
MMR,1963,2448
MMR,1964,108
MMR,1965,13
MMR,1966,16
MMR,1967,49
MMR,1968,36
MMR,1969,91
MMR,1970,44
MMR,1971,229
MMR,1972,112
MMR,1973,138
MMR,1974,121
MMR,1975,222
MMR,1976,45
MMR,1977,288
MMR,1978,85
MMR,1979,357
MMR,1980,260
MMR,1981,69
MMR,1982,167
MMR,1983,79
MMR,1984,38
MMR,1985,107
MMR,1986,231
MMR,1987,452
MMR,1988,91
MMR,1989,83
MMR,1990,415
MMR,1991,177
MMR,1992,403
MMR,1993,282
MMR,1994,1044
MMR,1995,1008
MMR,1996,1562
MMR,1997,2618
MMR,1998,5614
MMR,1999,2616
MMR,2000,4018
MMR,2001,6651
MMR,2002,5166
MMR,2003,4290
MMR,2004,2252
MMR,2005,2179
MMR,2006,6688
MMR,2007,3438
MMR,2008,5886
MMR,2009,6001
MMR,2010,3726
MMR,2011,5585
MMR,2012,6742
MMR,2013,13426
MMR,2014,15489
MMR,2015,18729
MMR,2016,22383
MMR,2017,24276
MMR,2018,38398
MMR,2019,43148
MMR,2020,36220
MMR,2021,10031
MMR,2022,13039
MMR,2023,14829
MMR,2024,14886
MMR,2025,3945
MNE,1960,34
MNE,1961,19
MNE,1962,102
MNE,1963,75
MNE,1964,60
MNE,1965,68
MNE,1966,101
MNE,1967,545
MNE,1968,331
MNE,1969,189
MNE,1970,219
MNE,1971,264
MNE,1972,304
MNE,1973,241
MNE,1974,299
MNE,1975,169
MNE,1976,328
MNE,1977,319
MNE,1978,632
MNE,1979,221
MNE,1980,132
MNE,1981,345
MNE,1982,990
MNE,1983,390
MNE,1984,437
MNE,1985,770
MNE,1986,90
MNE,1987,236
MNE,1988,838
MNE,1989,589
MNE,1990,683
MNE,1991,41
MNE,1992,8
MNE,1993,27
MNE,1994,18
MNE,1995,24
MNE,1996,118
MNE,1997,105
MNE,1998,135
MNE,1999,19
MNE,2000,88
MNE,2001,44
MNE,2002,268
MNE,2003,775
MNE,2004,329
MNE,2005,254
MNE,2006,802
MNE,2007,452
MNE,2008,1065
MNE,2009,1602
MNE,2010,1983
MNE,2011,1456
MNE,2012,1283
MNE,2013,1867
MNE,2014,4351
MNE,2015,4140
MNE,2016,7743
MNE,2017,5083
MNE,2018,20712
MNE,2019,7137
MNE,2020,3521
MNE,2021,11877
MNE,2022,15940
MNE,2023,24491
MNE,2024,39391
MNE,2025,17378
MNG,1960,33
MNG,1961,87
MNG,1962,522
MNG,1963,1029
MNG,1964,418
MNG,1965,686
MNG,1966,452
MNG,1967,386
MNG,1968,311
MNG,1969,132
MNG,1970,1152
MNG,1971,421
MNG,1972,1000
MNG,1973,552
MNG,1974,2930
MNG,1975,2205
MNG,1976,552
MNG,1977,1511
MNG,1978,2588
MNG,1979,3215
MNG,1980,3052
MNG,1981,1271
MNG,1982,1316
MNG,1983,1825
MNG,1984,1267
MNG,1985,1420
MNG,1986,227
MNG,1987,2310
MNG,1988,3280
MNG,1989,1969
MNG,1990,1069
MNG,1991,1310
MNG,1992,223
MNG,1993,298
MNG,1994,444
MNG,1995,898
MNG,1996,709
MNG,1997,2284
MNG,1998,1833
MNG,1999,950
MNG,2000,711
MNG,2001,2943
MNG,2002,962
MNG,2003,1463
MNG,2004,5700
MNG,2005,16762
MNG,2006,4573
MNG,2007,3778
MNG,2008,1742
MNG,2009,5762
MNG,2010,4344
MNG,2011,5213
MNG,2012,6591
MNG,2013,5128
MNG,2014,4127
MNG,2015,9404
MNG,2016,20292
MNG,2017,20838
MNG,2018,43334
MNG,2019,83291
MNG,2020,50238
MNG,2021,46658
MNG,2022,68996
MNG,2023,125617
MNG,2024,105288
MNG,2025,16681
MOZ,1960,2866
MOZ,1961,2186
MOZ,1962,2898
MOZ,1963,3722
MOZ,1964,12582
MOZ,1965,4644
MOZ,1966,3336
MOZ,1967,2369
MOZ,1968,4375
MOZ,1969,3866
MOZ,1970,2788
MOZ,1971,4282
MOZ,1972,5121
MOZ,1973,5536
MOZ,1974,4170
MOZ,1975,2478
MOZ,1976,1073
MOZ,1977,510
MOZ,1978,886
MOZ,1979,2374
MOZ,1980,6556
MOZ,1981,3832
MOZ,1982,3017
MOZ,1983,3677
MOZ,1984,3546
MOZ,1985,1612
MOZ,1986,1850
MOZ,1987,3262
MOZ,1988,3119
MOZ,1989,2563
MOZ,1990,1966
MOZ,1991,1037
MOZ,1992,445
MOZ,1993,1238
MOZ,1994,1826
MOZ,1995,1080
MOZ,1996,724
MOZ,1997,1792
MOZ,1998,1098
MOZ,1999,1383
MOZ,2000,1312
MOZ,2001,1385
MOZ,2002,1600
MOZ,2003,3299
MOZ,2004,1601
MOZ,2005,4936
MOZ,2006,6303
MOZ,2007,9113
MOZ,2008,16792
MOZ,2009,33777
MOZ,2010,26439
MOZ,2011,36499
MOZ,2012,35569
MOZ,2013,41674
MOZ,2014,40091
MOZ,2015,45962
MOZ,2016,71037
MOZ,2017,47092
MOZ,2018,42005
MOZ,2019,52973
MOZ,2020,21811
MOZ,2021,49903
MOZ,2022,49886
MOZ,2023,51996
MOZ,2024,63473
MOZ,2025,26164
MRT,1960,460
MRT,1961,838
MRT,1962,190
MRT,1963,392
MRT,1964,353
MRT,1965,191
MRT,1966,863
MRT,1967,2282
MRT,1968,188
MRT,1969,131
MRT,1970,652
MRT,1971,600
MRT,1972,802
MRT,1973,251
MRT,1974,151
MRT,1975,1265
MRT,1976,150
MRT,1977,886
MRT,1978,1351
MRT,1979,360
MRT,1980,327
MRT,1981,337
MRT,1982,970
MRT,1983,181
MRT,1984,102
MRT,1985,667
MRT,1986,1412
MRT,1987,2885
MRT,1988,6066
MRT,1989,465
MRT,1990,477
MRT,1991,313
MRT,1992,527
MRT,1993,626
MRT,1994,3326
MRT,1995,1377
MRT,1996,403
MRT,1997,583
MRT,1998,291
MRT,1999,834
MRT,2000,830
MRT,2001,798
MRT,2002,657
MRT,2003,1645
MRT,2004,782
MRT,2005,947
MRT,2006,1450
MRT,2007,1603
MRT,2008,1974
MRT,2009,1423
MRT,2010,1387
MRT,2011,974
MRT,2012,1143
MRT,2013,1349
MRT,2014,4712
MRT,2015,7575
MRT,2016,12042
MRT,2017,16770
MRT,2018,12396
MRT,2019,13114
MRT,2020,12101
MRT,2021,11459
MRT,2022,19891
MRT,2023,150409
MRT,2024,11687
MRT,2025,726
MUS,1960,494
MUS,1961,334
MUS,1962,719
MUS,1963,691
MUS,1964,1305
MUS,1965,144
MUS,1966,152
MUS,1967,286
MUS,1968,371
MUS,1969,217
MUS,1970,689
MUS,1971,2305
MUS,1972,659
MUS,1973,1730
MUS,1974,2509
MUS,1975,1071
MUS,1976,2275
MUS,1977,390
MUS,1978,571
MUS,1979,784
MUS,1980,458
MUS,1981,310
MUS,1982,152
MUS,1983,49
MUS,1984,251
MUS,1985,405
MUS,1986,377
MUS,1987,242
MUS,1988,493
MUS,1989,753
MUS,1990,659
MUS,1991,3250
MUS,1992,196
MUS,1993,469
MUS,1994,278
MUS,1995,3584
MUS,1996,253
MUS,1997,407
MUS,1998,341
MUS,1999,467
MUS,2000,296
MUS,2001,2001
MUS,2002,276
MUS,2003,342
MUS,2004,787
MUS,2005,7203
MUS,2006,862
MUS,2007,1639
MUS,2008,1535
MUS,2009,2392
MUS,2010,9887
MUS,2011,2102
MUS,2012,1426
MUS,2013,2013
MUS,2014,1328
MUS,2015,2513
MUS,2016,2664
MUS,2017,3351
MUS,2018,3235
MUS,2019,4726
MUS,2020,964
MUS,2021,1942
MUS,2022,7556
MUS,2023,8459
MUS,2024,11154
MUS,2025,4530
MWI,1960,1763
MWI,1961,2037
MWI,1962,2585
MWI,1963,1167
MWI,1964,1443
MWI,1965,1246
MWI,1966,1637
MWI,1967,3270
MWI,1968,933
MWI,1969,1300
MWI,1970,7614
MWI,1971,2134
MWI,1972,3941
MWI,1973,4664
MWI,1974,3156
MWI,1975,6401
MWI,1976,7011
MWI,1977,6332
MWI,1978,7404
MWI,1979,4676
MWI,1980,7110
MWI,1981,6872
MWI,1982,5127
MWI,1983,6113
MWI,1984,5347
MWI,1985,5198
MWI,1986,5875
MWI,1987,5640
MWI,1988,3534
MWI,1989,5809
MWI,1990,2428
MWI,1991,4340
MWI,1992,1868
MWI,1993,1279
MWI,1994,2384
MWI,1995,1316
MWI,1996,4462
MWI,1997,2626
MWI,1998,1494
MWI,1999,3043
MWI,2000,1832
MWI,2001,3056
MWI,2002,4309
MWI,2003,5347
MWI,2004,5917
MWI,2005,14862
MWI,2006,8000
MWI,2007,14863
MWI,2008,6300
MWI,2009,11509
MWI,2010,2337
MWI,2011,3827
MWI,2012,3789
MWI,2013,2461
MWI,2014,6405
MWI,2015,16745
