country,year,v2x_regime,v2x_polyarchy,v2x_freexp_altinf,v2x_frassoc_thick,v2xcl_dmove,v2xcs_ccsi,v2x_corr,v2x_clphy,e_peaveduc,e_migdppc,e_wri_pa,confl
AFG,1960,0,0.088,0.191,0.126,0.266,0.242,0.483,0.373,0.31,2744,NA,0
AFG,1961,0,0.089,0.185,0.13,0.266,0.269,0.483,0.373,0.341,2708,NA,0
AFG,1962,0,0.089,0.193,0.134,0.266,0.269,0.483,0.373,0.372,2695,NA,0
AFG,1963,0,0.094,0.194,0.158,0.266,0.264,0.483,0.387,0.402,2683,NA,0
AFG,1964,0,0.146,0.261,0.204,0.266,0.398,0.529,0.387,0.433,2673,NA,0
AFG,1965,0,0.153,0.304,0.211,0.295,0.43,0.529,0.387,0.464,2670,NA,0
AFG,1966,0,0.164,0.303,0.259,0.295,0.43,0.529,0.387,0.494,2633,NA,0
AFG,1967,0,0.17,0.303,0.282,0.295,0.43,0.529,0.387,0.525,2642,NA,0
AFG,1968,0,0.17,0.303,0.282,0.295,0.365,0.529,0.387,0.556,2670,NA,0
AFG,1969,0,0.169,0.303,0.285,0.295,0.365,0.529,0.387,0.586,2646,NA,0
AFG,1970,0,0.162,0.301,0.276,0.295,0.365,0.529,0.386,0.617,2632,NA,0
AFG,1971,0,0.162,0.301,0.276,0.295,0.365,0.529,0.386,0.664,2560,NA,0
AFG,1972,0,0.16,0.288,0.265,0.295,0.365,0.53,0.358,0.712,2086,NA,0
AFG,1973,1,0.155,0.255,0.205,0.274,0.365,0.569,0.256,0.759,2091,NA,0
AFG,1974,0,0.106,0.184,0.184,0.212,0.291,0.556,0.227,0.807,2149,NA,0
AFG,1975,0,0.108,0.183,0.184,0.212,0.311,0.556,0.227,0.854,2225,NA,0
AFG,1976,0,0.108,0.175,0.184,0.212,0.311,0.556,0.227,0.902,2286,NA,0
AFG,1977,0,0.103,0.171,0.165,0.212,0.302,0.556,0.227,0.949,2116,NA,0
AFG,1978,0,0.087,0.099,0.093,0.15,0.137,0.566,0.12,0.997,2215,NA,1
AFG,1979,0,0.082,0.098,0.055,0.076,0.04,0.566,0.133,1.044,2118,NA,1
AFG,1980,0,0.083,0.106,0.063,0.076,0.06,0.568,0.122,1.092,2108,NA,1
AFG,1981,0,0.083,0.118,0.063,0.076,0.06,0.568,0.122,1.143,2369,NA,1
AFG,1982,0,0.087,0.118,0.063,0.076,0.06,0.568,0.124,1.194,2628,NA,1
AFG,1983,0,0.086,0.118,0.063,0.076,0.06,0.568,0.124,1.245,2789,NA,1
AFG,1984,0,0.086,0.118,0.065,0.076,0.06,0.568,0.124,1.297,2766,NA,1
AFG,1985,0,0.087,0.118,0.068,0.076,0.06,0.568,0.124,1.348,2700,NA,1
AFG,1986,0,0.088,0.118,0.068,0.076,0.06,0.569,0.124,1.399,2779,NA,1
AFG,1987,0,0.087,0.114,0.068,0.076,0.06,0.569,0.124,1.45,2507,NA,1
AFG,1988,0,0.092,0.111,0.067,0.076,0.06,0.569,0.124,1.501,2280,NA,1
AFG,1989,0,0.097,0.111,0.074,0.076,0.071,0.57,0.124,1.552,2067,NA,1
AFG,1990,0,0.096,0.11,0.067,0.039,0.071,0.565,0.103,1.603,1992,0.367,1
AFG,1991,0,0.094,0.103,0.07,0.032,0.071,0.564,0.073,1.694,1761,0.367,1
AFG,1992,0,0.1,0.107,0.13,0.027,0.154,0.689,0.046,1.784,1629,0.367,1
AFG,1993,0,0.099,0.093,0.172,0.021,0.165,0.883,0.044,1.875,1080,0.367,1
AFG,1994,0,0.099,0.093,0.172,0.021,0.165,0.883,0.044,1.965,772,0.367,1
AFG,1995,0,0.099,0.093,0.172,0.021,0.148,0.884,0.044,2.055,1101,0.367,1
AFG,1996,0,0.078,0.054,0.063,0.009,0.038,0.845,0.027,2.146,1008,0.367,1
AFG,1997,0,0.077,0.044,0.04,0.007,0.038,0.756,0.027,2.236,926,0.367,1
AFG,1998,0,0.073,0.044,0.04,0.007,0.038,0.756,0.027,2.326,856,0.367,1
AFG,1999,0,0.073,0.044,0.04,0.007,0.038,0.756,0.027,2.417,787,0.367,1
AFG,2000,0,0.073,0.044,0.04,0.007,0.038,0.756,0.027,2.507,735,0.367,1
AFG,2001,0,0.088,0.102,0.097,0.012,0.179,0.77,0.145,2.638,692,0.367,1
AFG,2002,0,0.228,0.614,0.722,0.329,0.803,0.882,0.584,2.768,1088,0.367,NA
AFG,2003,0,0.23,0.641,0.722,0.394,0.803,0.882,0.584,2.899,1112,0.367,NA
AFG,2004,1,0.24,0.626,0.733,0.394,0.803,0.887,0.584,3.03,1107,0.367,NA
AFG,2005,1,0.339,0.642,0.766,0.28,0.791,0.905,0.584,3.16,1187,0.367,NA
AFG,2006,1,0.403,0.644,0.751,0.28,0.791,0.918,0.584,3.291,1257,0.367,NA
AFG,2007,1,0.403,0.653,0.751,0.28,0.784,0.918,0.583,3.421,1447,0.367,NA
AFG,2008,1,0.397,0.656,0.73,0.28,0.753,0.918,0.583,3.552,1464,0.367,NA
AFG,2009,1,0.39,0.673,0.729,0.28,0.786,0.918,0.594,3.683,1669,0.367,NA
AFG,2010,1,0.372,0.644,0.731,0.28,0.741,0.918,0.594,3.813,1685,0.367,NA
AFG,2011,1,0.372,0.644,0.687,0.28,0.742,0.918,0.54,NA,1792,NA,NA
AFG,2012,1,0.367,0.627,0.709,0.28,0.742,0.922,0.502,NA,1945,NA,NA
AFG,2013,1,0.375,0.69,0.677,0.269,0.714,0.891,0.475,NA,2025,NA,NA
AFG,2014,1,0.374,0.662,0.673,0.269,0.714,0.888,0.457,NA,2022,NA,NA
AFG,2015,1,0.375,0.675,0.681,0.269,0.743,0.853,0.454,NA,1928,NA,NA
AFG,2016,1,0.357,0.596,0.678,0.128,0.729,0.874,0.424,NA,1929,NA,NA
AFG,2017,1,0.345,0.668,0.648,0.167,0.673,0.859,0.507,NA,NA,NA,NA
AGO,1960,0,0.01,0.041,0.037,0.019,0.127,0.266,0.049,0.12,NA,NA,NA
AGO,1961,0,0.01,0.039,0.037,0.019,0.127,0.266,0.049,0.138,NA,NA,1
AGO,1962,0,0.01,0.039,0.037,0.019,0.127,0.266,0.049,0.156,NA,NA,1
AGO,1963,0,0.01,0.039,0.037,0.019,0.127,0.266,0.049,0.174,NA,NA,NA
AGO,1964,0,0.01,0.039,0.037,0.019,0.127,0.266,0.049,0.192,NA,NA,NA
AGO,1965,0,0.01,0.039,0.037,0.019,0.127,0.266,0.049,0.21,NA,NA,NA
AGO,1966,0,0.01,0.039,0.037,0.019,0.127,0.266,0.049,0.228,NA,NA,NA
AGO,1967,0,0.01,0.039,0.037,0.019,0.127,0.266,0.049,0.246,NA,NA,NA
AGO,1968,0,0.01,0.039,0.037,0.019,0.127,0.266,0.079,0.264,NA,NA,NA
AGO,1969,0,0.011,0.041,0.037,0.032,0.127,0.266,0.079,0.282,NA,NA,NA
AGO,1970,0,0.011,0.041,0.037,0.032,0.127,0.266,0.079,0.3,NA,NA,NA
AGO,1971,0,0.011,0.041,0.037,0.032,0.127,0.266,0.079,0.366,NA,NA,NA
AGO,1972,0,0.011,0.041,0.037,0.032,0.127,0.266,0.079,0.432,NA,NA,NA
AGO,1973,0,0.023,0.041,0.037,0.032,0.127,0.243,0.079,0.498,NA,NA,NA
AGO,1974,0,0.022,0.041,0.035,0.032,0.119,0.243,0.079,0.564,NA,NA,NA
AGO,1975,0,0.074,0.059,0.029,0.074,0.045,0.441,0.171,0.63,3246,NA,1
AGO,1976,0,0.075,0.053,0.039,0.131,0.052,0.443,0.126,0.696,2917,NA,1
AGO,1977,0,0.073,0.051,0.036,0.131,0.035,0.443,0.126,0.762,2964,NA,1
AGO,1978,0,0.073,0.051,0.036,0.131,0.035,0.455,0.126,0.828,2887,NA,1
AGO,1979,0,0.073,0.051,0.036,0.131,0.035,0.485,0.126,0.894,2936,NA,1
AGO,1980,0,0.075,0.051,0.04,0.131,0.049,0.585,0.126,0.96,3120,NA,1
AGO,1981,0,0.075,0.051,0.04,0.131,0.049,0.585,0.126,1.055,3056,NA,1
AGO,1982,0,0.075,0.051,0.04,0.131,0.049,0.596,0.126,1.15,2658,NA,1
AGO,1983,0,0.075,0.051,0.04,0.131,0.049,0.596,0.126,1.245,2462,NA,1
AGO,1984,0,0.075,0.051,0.04,0.131,0.049,0.596,0.126,1.34,2235,NA,1
AGO,1985,0,0.073,0.051,0.033,0.131,0.04,0.596,0.126,1.435,2389,NA,1
AGO,1986,0,0.074,0.059,0.033,0.131,0.04,0.596,0.126,1.53,1771,NA,1
AGO,1987,0,0.074,0.059,0.033,0.131,0.04,0.643,0.126,1.625,1986,NA,1
AGO,1988,0,0.074,0.059,0.033,0.129,0.04,0.665,0.126,1.72,2006,NA,1
AGO,1989,0,0.074,0.059,0.033,0.129,0.04,0.665,0.126,1.815,2146,NA,1
AGO,1990,0,0.078,0.061,0.063,0.165,0.04,0.665,0.209,1.91,2400,12.4,1
AGO,1991,0,0.087,0.067,0.111,0.165,0.128,0.734,0.19,1.958,1755,12.4,1
AGO,1992,1,0.096,0.084,0.14,0.165,0.462,0.807,0.205,2.006,2226,12.4,1
AGO,1993,0,0.169,0.301,0.508,0.16,0.477,0.827,0.205,2.054,1866,12.4,1
AGO,1994,0,0.169,0.301,0.508,0.16,0.477,0.827,0.205,2.102,1855,12.4,1
AGO,1995,0,0.169,0.301,0.508,0.158,0.477,0.848,0.205,2.15,1551,12.4,0
AGO,1996,0,0.169,0.301,0.508,0.158,0.477,0.848,0.205,2.198,1955,12.4,0
AGO,1997,0,0.169,0.301,0.508,0.158,0.477,0.848,0.205,2.246,1851,12.4,0
AGO,1998,0,0.169,0.301,0.508,0.158,0.477,0.848,0.205,2.294,2097,12.4,1
AGO,1999,0,0.168,0.293,0.508,0.158,0.477,0.848,0.205,2.342,1843,12.4,1
AGO,2000,0,0.168,0.293,0.508,0.158,0.477,0.848,0.205,2.39,1647,12.4,1
AGO,2001,0,0.169,0.305,0.508,0.192,0.477,0.848,0.205,2.449,1894,12.4,1
AGO,2002,0,0.164,0.323,0.486,0.451,0.472,0.875,0.197,2.508,2133,12.4,NA
AGO,2003,0,0.179,0.4,0.507,0.557,0.525,0.897,0.33,2.567,2146,12.4,NA
AGO,2004,0,0.169,0.413,0.479,0.557,0.479,0.897,0.344,2.626,2538,12.4,NA
AGO,2005,0,0.175,0.413,0.479,0.604,0.479,0.897,0.398,2.685,3364,12.4,NA
AGO,2006,0,0.175,0.413,0.479,0.604,0.479,0.897,0.398,2.744,4558,12.4,NA
AGO,2007,0,0.175,0.413,0.479,0.604,0.49,0.897,0.436,2.803,5314,12.4,NA
AGO,2008,0,0.187,0.408,0.521,0.604,0.49,0.897,0.436,2.862,6318,12.4,NA
AGO,2009,0,0.218,0.422,0.609,0.604,0.51,0.897,0.436,2.921,5212,12.4,NA
AGO,2010,0,0.214,0.416,0.585,0.604,0.439,0.897,0.436,2.98,6408,12.4,NA
AGO,2011,0,0.218,0.416,0.592,0.604,0.432,0.897,0.436,NA,8016,NA,NA
AGO,2012,0,0.218,0.41,0.581,0.604,0.432,0.897,0.436,NA,8074,NA,NA
AGO,2013,0,0.221,0.464,0.558,0.471,0.457,0.876,0.439,NA,8612,NA,NA
AGO,2014,0,0.221,0.464,0.558,0.486,0.457,0.874,0.439,NA,8615,NA,NA
AGO,2015,0,0.221,0.464,0.558,0.475,0.457,0.874,0.439,NA,8631,NA,NA
AGO,2016,0,0.221,0.464,0.558,0.447,0.482,0.874,0.439,NA,8397,NA,NA
AGO,2017,0,0.252,0.51,0.567,0.537,0.513,0.788,0.39,NA,NA,NA,NA
ALB,1960,0,0.184,0.026,0.031,0.002,0.024,0.05,0.031,NA,2142,NA,0
ALB,1961,0,0.184,0.026,0.031,0.002,0.024,0.05,0.031,NA,2159,NA,0
ALB,1962,0,0.184,0.026,0.032,0.002,0.024,0.05,0.031,NA,2231,NA,0
ALB,1963,0,0.183,0.026,0.033,0.002,0.024,0.05,0.031,NA,2307,NA,0
ALB,1964,0,0.183,0.026,0.033,0.002,0.024,0.05,0.031,NA,2386,NA,0
ALB,1965,0,0.183,0.026,0.033,0.002,0.024,0.05,0.031,NA,2473,NA,0
ALB,1966,0,0.182,0.026,0.032,0.002,0.024,0.05,0.031,NA,2566,NA,0
ALB,1967,0,0.18,0.026,0.03,0.002,0.024,0.05,0.031,NA,2662,NA,0
ALB,1968,0,0.18,0.026,0.03,0.002,0.024,0.05,0.031,NA,2759,NA,0
ALB,1969,0,0.18,0.026,0.03,0.002,0.024,0.05,0.031,NA,2852,NA,0
ALB,1970,0,0.179,0.025,0.03,0.002,0.024,0.05,0.031,NA,2957,NA,0
ALB,1971,0,0.181,0.029,0.031,0.002,0.024,0.05,0.031,NA,3064,NA,0
ALB,1972,0,0.181,0.029,0.031,0.002,0.024,0.05,0.031,NA,3177,NA,0
ALB,1973,0,0.181,0.029,0.033,0.002,0.024,0.05,0.031,NA,3312,NA,0
ALB,1974,0,0.182,0.029,0.033,0.002,0.024,0.05,0.031,NA,3347,NA,0
ALB,1975,0,0.182,0.029,0.033,0.002,0.024,0.05,0.031,NA,3363,NA,0
ALB,1976,0,0.182,0.029,0.033,0.002,0.024,0.05,0.031,NA,3345,NA,0
ALB,1977,0,0.182,0.029,0.033,0.002,0.024,0.06,0.031,NA,3380,NA,0
ALB,1978,0,0.182,0.029,0.033,0.002,0.024,0.06,0.031,NA,3394,NA,0
ALB,1979,0,0.183,0.029,0.032,0.002,0.027,0.06,0.031,NA,3363,NA,0
ALB,1980,0,0.183,0.029,0.032,0.002,0.023,0.06,0.031,NA,3501,NA,0
ALB,1981,0,0.183,0.029,0.032,0.002,0.023,0.066,0.031,NA,3445,NA,0
ALB,1982,0,0.183,0.029,0.032,0.002,0.023,0.066,0.031,NA,3380,NA,0
ALB,1983,0,0.179,0.029,0.032,0.002,0.023,0.066,0.031,NA,3484,NA,0
ALB,1984,0,0.179,0.029,0.032,0.002,0.023,0.073,0.031,NA,3588,NA,0
ALB,1985,0,0.179,0.029,0.032,0.002,0.023,0.089,0.06,NA,3593,NA,0
ALB,1986,0,0.179,0.029,0.032,0.002,0.023,0.089,0.06,NA,3583,NA,0
ALB,1987,0,0.182,0.029,0.033,0.002,0.023,0.089,0.06,NA,3710,NA,0
ALB,1988,0,0.177,0.029,0.033,0.002,0.034,0.089,0.06,NA,3714,NA,0
ALB,1989,0,0.177,0.029,0.033,0.002,0.034,0.096,0.06,NA,3687,NA,0
ALB,1990,0,0.187,0.085,0.048,0.007,0.096,0.135,0.323,NA,4099,3.385,0
ALB,1991,1,0.293,0.76,0.136,0.821,0.6,0.548,0.685,NA,3799,3.385,0
ALB,1992,1,0.431,0.8,0.518,0.821,0.768,0.714,0.775,NA,3520,3.385,0
ALB,1993,1,0.445,0.761,0.636,0.821,0.769,0.629,0.775,NA,4054,3.385,0
ALB,1994,1,0.44,0.754,0.628,0.821,0.747,0.714,0.775,NA,4551,3.484,0
ALB,1995,1,0.461,0.784,0.673,0.821,0.747,0.714,0.775,NA,4685,3.484,0
ALB,1996,1,0.421,0.774,0.655,0.821,0.739,0.714,0.775,NA,5474,5.083,0
ALB,1997,1,0.388,0.774,0.624,0.821,0.753,0.738,0.724,NA,4406,5.083,0
ALB,1998,1,0.423,0.802,0.687,0.821,0.75,0.777,0.724,NA,4355,5.083,0
ALB,1999,1,0.42,0.804,0.687,0.821,0.755,0.794,0.768,NA,5016,7.114,0
ALB,2000,1,0.431,0.814,0.681,0.821,0.75,0.76,0.868,NA,5183,7.114,0
ALB,2001,1,0.457,0.819,0.705,0.821,0.804,0.749,0.868,NA,5409,7.114,NA
ALB,2002,2,0.512,0.826,0.832,0.821,0.804,0.763,0.868,NA,5489,7.26,NA
ALB,2003,2,0.521,0.826,0.86,0.86,0.792,0.763,0.868,NA,5804,7.271,NA
ALB,2004,2,0.531,0.826,0.86,0.86,0.828,0.763,0.912,NA,6094,7.819,NA
ALB,2005,2,0.545,0.834,0.871,0.86,0.828,0.715,0.912,NA,6499,8.895,NA
ALB,2006,2,0.549,0.82,0.897,0.86,0.891,0.715,0.912,NA,7111,9.804,NA
ALB,2007,2,0.571,0.833,0.897,0.86,0.891,0.715,0.912,NA,7673,9.804,NA
ALB,2008,2,0.571,0.833,0.897,0.86,0.891,0.783,0.912,NA,8617,9.847,NA
ALB,2009,2,0.58,0.832,0.897,0.86,0.898,0.783,0.912,NA,9373,9.847,NA
ALB,2010,2,0.592,0.839,0.902,0.86,0.89,0.784,0.912,NA,9324,9.847,NA
ALB,2011,2,0.592,0.839,0.902,0.86,0.89,0.784,0.912,NA,9484,NA,NA
ALB,2012,2,0.589,0.839,0.905,0.86,0.882,0.77,0.912,NA,10344,NA,NA
ALB,2013,3,0.539,0.755,0.876,0.857,0.816,0.702,0.973,NA,10138,NA,NA
ALB,2014,3,0.529,0.716,0.855,0.857,0.82,0.731,0.973,NA,10703,NA,NA
ALB,2015,3,0.529,0.716,0.857,0.857,0.819,0.731,0.973,NA,10947,NA,NA
ALB,2016,3,0.529,0.716,0.857,0.857,0.823,0.731,0.973,NA,11285,NA,NA
ALB,2017,3,0.551,0.721,0.859,0.852,0.78,0.694,0.954,NA,NA,NA,NA
ARE,1971,0,0.023,0.111,0.059,0.275,0.141,0.228,0.656,NA,NA,NA,0
ARE,1972,0,0.023,0.111,0.059,0.275,0.141,0.227,0.656,NA,NA,NA,0
ARE,1973,0,0.019,0.092,0.06,0.275,0.129,0.227,0.656,NA,NA,NA,0
ARE,1974,0,0.02,0.098,0.065,0.27,0.146,0.227,0.656,NA,NA,NA,0
ARE,1975,0,0.023,0.103,0.065,0.272,0.146,0.227,0.656,NA,NA,NA,0
ARE,1976,0,0.024,0.116,0.065,0.272,0.146,0.232,0.655,NA,NA,NA,0
ARE,1977,0,0.031,0.146,0.065,0.268,0.146,0.232,0.655,NA,NA,NA,0
ARE,1978,0,0.031,0.146,0.065,0.268,0.146,0.269,0.655,NA,NA,NA,0
ARE,1979,0,0.028,0.142,0.066,0.268,0.137,0.26,0.655,NA,NA,NA,0
ARE,1980,0,0.022,0.121,0.066,0.274,0.151,0.231,0.655,NA,NA,NA,0
ARE,1981,0,0.022,0.121,0.066,0.274,0.151,0.221,0.655,NA,NA,NA,0
ARE,1982,0,0.024,0.133,0.066,0.274,0.151,0.222,0.655,NA,NA,NA,0
ARE,1983,0,0.026,0.129,0.076,0.274,0.197,0.221,0.655,NA,NA,NA,0
ARE,1984,0,0.03,0.136,0.082,0.278,0.349,0.221,0.655,NA,NA,NA,0
ARE,1985,0,0.032,0.155,0.082,0.278,0.345,0.221,0.655,NA,NA,NA,0
ARE,1986,0,0.031,0.153,0.082,0.278,0.345,0.221,0.655,NA,NA,NA,0
ARE,1987,0,0.033,0.169,0.081,0.278,0.403,0.221,0.655,NA,NA,NA,0
ARE,1988,0,0.031,0.167,0.095,0.278,0.393,0.221,0.652,NA,NA,NA,0
ARE,1989,0,0.033,0.168,0.095,0.278,0.449,0.221,0.659,NA,NA,NA,0
ARE,1990,0,0.033,0.171,0.095,0.371,0.449,0.224,0.73,NA,NA,NA,0
ARE,1991,0,0.034,0.185,0.087,0.371,0.471,0.224,0.73,NA,NA,NA,0
ARE,1992,0,0.034,0.183,0.087,0.371,0.453,0.192,0.73,NA,NA,NA,0
ARE,1993,0,0.036,0.188,0.087,0.371,0.453,0.182,0.731,NA,88284,NA,0
ARE,1994,0,0.038,0.192,0.087,0.371,0.453,0.113,0.731,NA,88363,NA,0
ARE,1995,0,0.038,0.219,0.087,0.371,0.453,0.113,0.731,NA,92197,NA,0
ARE,1996,0,0.038,0.219,0.087,0.371,0.453,0.113,0.731,NA,92487,NA,0
ARE,1997,0,0.038,0.228,0.087,0.371,0.453,0.106,0.739,NA,92991,NA,0
ARE,1998,0,0.042,0.232,0.087,0.418,0.453,0.106,0.739,NA,82774,NA,0
ARE,1999,0,0.043,0.232,0.099,0.414,0.465,0.106,0.723,NA,86829,NA,0
ARE,2000,0,0.042,0.228,0.1,0.414,0.469,0.105,0.68,NA,105222,NA,0
ARE,2001,0,0.044,0.228,0.091,0.414,0.453,0.105,0.68,NA,96214,NA,NA
ARE,2002,0,0.036,0.187,0.088,0.438,0.446,0.106,0.68,NA,92970,NA,NA
ARE,2003,0,0.041,0.195,0.088,0.445,0.446,0.106,0.687,NA,93566,NA,NA
ARE,2004,0,0.039,0.132,0.096,0.445,0.527,0.106,0.687,NA,92250,NA,NA
ARE,2005,0,0.031,0.146,0.096,0.445,0.542,0.106,0.758,NA,94516,NA,NA
ARE,2006,0,0.035,0.164,0.096,0.445,0.542,0.106,0.758,NA,95394,NA,NA
ARE,2007,0,0.085,0.157,0.114,0.478,0.58,0.084,0.687,NA,88942,NA,NA
ARE,2008,0,0.084,0.164,0.112,0.478,0.57,0.084,0.687,NA,83881,NA,NA
ARE,2009,0,0.086,0.159,0.112,0.478,0.571,0.084,0.754,NA,63439,NA,NA
ARE,2010,0,0.086,0.168,0.104,0.478,0.523,0.084,0.754,NA,58565,NA,NA
ARE,2011,0,0.095,0.123,0.105,0.478,0.497,0.084,0.68,NA,65307,NA,NA
ARE,2012,0,0.115,0.13,0.08,0.478,0.425,0.084,0.786,NA,66251,NA,NA
ARE,2013,0,0.115,0.13,0.08,0.478,0.425,0.084,0.786,NA,71240,NA,NA
ARE,2014,0,0.121,0.172,0.085,0.475,0.451,0.085,0.782,NA,67250,NA,NA
ARE,2015,0,0.14,0.176,0.087,0.476,0.451,0.085,0.817,NA,69237,NA,NA
ARE,2016,0,0.148,0.159,0.094,0.476,0.451,0.084,0.852,NA,70284,NA,NA
ARE,2017,0,0.152,0.185,0.094,0.417,0.439,0.084,0.852,NA,NA,NA,NA
ARG,1960,1,0.474,0.718,0.552,0.752,0.752,0.261,0.63,6.18,8928,NA,0
ARG,1961,2,0.51,0.718,0.559,0.752,0.752,0.261,0.63,6.244,9455,NA,0
ARG,1962,1,0.277,0.652,0.577,0.752,0.696,0.27,0.594,6.308,9197,NA,0
ARG,1963,1,0.291,0.735,0.523,0.752,0.754,0.164,0.575,6.372,8877,NA,0
ARG,1964,2,0.54,0.738,0.621,0.758,0.805,0.164,0.624,6.436,9685,NA,0
ARG,1965,2,0.534,0.743,0.63,0.758,0.724,0.164,0.624,6.5,10458,NA,0
ARG,1966,1,0.297,0.504,0.439,0.758,0.377,0.218,0.413,6.564,10422,NA,0
ARG,1967,0,0.103,0.257,0.072,0.739,0.312,0.358,0.126,6.628,10598,NA,0
ARG,1968,0,0.108,0.273,0.072,0.739,0.312,0.358,0.126,6.692,10943,NA,0
ARG,1969,0,0.11,0.27,0.072,0.739,0.312,0.358,0.088,6.756,11761,NA,0
ARG,1970,0,0.106,0.283,0.071,0.739,0.312,0.358,0.088,6.82,12259,NA,0
ARG,1971,0,0.113,0.334,0.071,0.739,0.312,0.358,0.088,6.903,12699,NA,0
ARG,1972,0,0.118,0.429,0.071,0.739,0.312,0.358,0.088,6.986,12934,NA,0
ARG,1973,1,0.223,0.505,0.153,0.739,0.449,0.358,0.111,7.069,13551,NA,0
ARG,1974,2,0.565,0.681,0.783,0.739,0.673,0.361,0.122,7.152,14250,NA,0
ARG,1975,2,0.543,0.638,0.717,0.739,0.564,0.354,0.074,7.235,13953,NA,0
ARG,1976,1,0.132,0.155,0.108,0.719,0.115,0.398,0.025,7.318,13746,NA,1
ARG,1977,0,0.073,0.038,0.039,0.719,0.055,0.398,0.025,7.401,14399,NA,1
ARG,1978,0,0.073,0.038,0.039,0.719,0.055,0.394,0.025,7.484,13601,NA,1
ARG,1979,0,0.073,0.038,0.039,0.719,0.055,0.394,0.025,7.567,14400,NA,1
ARG,1980,0,0.073,0.038,0.039,0.719,0.054,0.394,0.025,7.65,14431,NA,0
ARG,1981,0,0.073,0.038,0.039,0.719,0.054,0.394,0.025,7.664,13441,NA,0
ARG,1982,0,0.076,0.049,0.056,0.719,0.136,0.394,0.025,7.678,12865,NA,0
ARG,1983,1,0.125,0.232,0.086,0.804,0.231,0.327,0.073,7.692,13179,NA,0
ARG,1984,2,0.829,0.934,0.923,0.86,0.935,0.402,0.821,7.706,13313,NA,0
ARG,1985,2,0.829,0.934,0.923,0.86,0.935,0.402,0.9,7.72,12313,NA,0
ARG,1986,2,0.843,0.934,0.923,0.86,0.935,0.402,0.9,7.734,13077,NA,0
ARG,1987,2,0.842,0.945,0.923,0.86,0.935,0.402,0.9,7.748,13276,NA,0
ARG,1988,2,0.848,0.945,0.923,0.86,0.935,0.402,0.9,7.762,12897,NA,0
ARG,1989,2,0.841,0.941,0.925,0.86,0.935,0.417,0.9,7.776,11979,NA,0
ARG,1990,2,0.825,0.931,0.926,0.86,0.935,0.619,0.9,7.79,11878,4.629,0
ARG,1991,2,0.829,0.933,0.927,0.91,0.935,0.619,0.89,7.848,13006,4.813,0
ARG,1992,2,0.831,0.936,0.928,0.91,0.935,0.619,0.89,7.906,14222,5.102,0
ARG,1993,2,0.834,0.936,0.928,0.91,0.935,0.619,0.89,7.964,14993,5.197,0
ARG,1994,2,0.847,0.933,0.928,0.91,0.935,0.619,0.89,8.022,15748,5.276,0
ARG,1995,2,0.845,0.933,0.927,0.91,0.935,0.619,0.89,8.08,15192,5.301,0
ARG,1996,2,0.84,0.931,0.926,0.91,0.935,0.619,0.89,8.138,15929,5.39,0
ARG,1997,2,0.837,0.931,0.927,0.91,0.935,0.619,0.89,8.196,16353,5.461,0
ARG,1998,2,0.829,0.933,0.928,0.91,0.935,0.619,0.89,8.254,16217,5.461,0
ARG,1999,2,0.824,0.929,0.929,0.91,0.935,0.619,0.89,8.312,15150,5.461,0
ARG,2000,2,0.834,0.952,0.933,0.91,0.935,0.469,0.89,8.37,14918,5.461,0
ARG,2001,2,0.833,0.95,0.932,0.91,0.935,0.469,0.89,8.41,13913,5.466,NA
ARG,2002,2,0.828,0.932,0.93,0.91,0.935,0.515,0.89,8.45,11871,5.466,NA
ARG,2003,2,0.82,0.894,0.929,0.91,0.935,0.552,0.89,8.49,12636,5.466,NA
ARG,2004,2,0.815,0.905,0.909,0.91,0.901,0.552,0.89,8.53,13664,5.466,NA
ARG,2005,2,0.816,0.907,0.911,0.91,0.901,0.563,0.89,8.57,14832,5.466,NA
ARG,2006,2,0.802,0.909,0.912,0.91,0.911,0.563,0.89,8.61,15871,5.466,NA
ARG,2007,2,0.8,0.904,0.913,0.91,0.893,0.563,0.89,8.65,17303,5.466,NA
ARG,2008,2,0.789,0.908,0.907,0.91,0.88,0.563,0.89,8.69,18283,5.466,NA
ARG,2009,2,0.792,0.899,0.909,0.91,0.89,0.563,0.89,8.73,16893,5.466,NA
ARG,2010,2,0.773,0.89,0.896,0.91,0.851,0.561,0.894,8.77,18660,5.466,NA
ARG,2011,2,0.782,0.889,0.896,0.922,0.852,0.561,0.894,NA,20003,NA,NA
ARG,2012,2,0.791,0.903,0.893,0.922,0.847,0.561,0.894,NA,19841,NA,NA
ARG,2013,2,0.779,0.88,0.893,0.922,0.874,0.521,0.844,NA,19876,NA,NA
ARG,2014,2,0.782,0.885,0.875,0.922,0.864,0.521,0.844,NA,19e3,NA,NA
ARG,2015,2,0.78,0.893,0.877,0.922,0.871,0.482,0.841,NA,19316,NA,NA
ARG,2016,2,0.758,0.9,0.906,0.803,0.893,0.458,0.819,NA,18695,NA,NA
ARG,2017,2,0.765,0.883,0.905,0.86,0.898,0.456,0.758,NA,NA,NA,NA
ARM,1990,2,0.617,0.655,0.724,0.845,0.731,0.383,0.639,10.482,6389,NA,NA
ARM,1991,2,0.66,0.774,0.833,0.845,0.75,0.441,0.651,10.494,5684,NA,0
ARM,1992,2,0.674,0.77,0.822,0.845,0.767,0.462,0.563,10.506,3346,6.931,0
