country,year,v2x_regime,v2x_polyarchy,v2x_freexp_altinf,v2x_frassoc_thick,v2xcl_dmove,v2xcs_ccsi,v2x_corr,v2x_clphy,e_peaveduc,e_migdppc,e_wri_pa,confl
MLI,1995,2,0.615,0.868,0.823,0.8,0.866,0.814,0.719,1.07,767,2.338,0
MLI,1996,2,0.615,0.868,0.823,0.8,0.866,0.814,0.719,1.092,847,2.338,0
MLI,1997,2,0.525,0.868,0.801,0.8,0.866,0.847,0.666,1.114,910,2.338,0
MLI,1998,2,0.522,0.868,0.792,0.8,0.866,0.847,0.7,1.136,908,2.338,0
MLI,1999,2,0.522,0.868,0.792,0.8,0.866,0.847,0.7,1.158,901,2.338,0
MLI,2000,2,0.522,0.868,0.792,0.8,0.866,0.847,0.732,1.18,885,2.338,0
MLI,2001,2,0.522,0.868,0.792,0.8,0.866,0.847,0.732,1.213,1034,2.338,NA
MLI,2002,2,0.583,0.886,0.814,0.8,0.866,0.799,0.732,1.246,1021,2.434,NA
MLI,2003,2,0.636,0.886,0.83,0.8,0.841,0.791,0.732,1.279,1039,2.434,NA
MLI,2004,2,0.636,0.886,0.83,0.8,0.841,0.791,0.732,1.312,1072,2.434,NA
MLI,2005,2,0.636,0.886,0.83,0.8,0.841,0.791,0.732,1.345,1123,2.434,NA
MLI,2006,2,0.641,0.886,0.83,0.8,0.841,0.791,0.732,1.378,1206,2.434,NA
MLI,2007,2,0.636,0.886,0.828,0.8,0.841,0.779,0.732,1.411,1266,2.434,NA
MLI,2008,2,0.631,0.875,0.827,0.8,0.841,0.779,0.732,1.444,1382,2.434,NA
MLI,2009,2,0.624,0.886,0.827,0.8,0.841,0.779,0.732,1.477,1487,2.434,NA
MLI,2010,2,0.628,0.896,0.827,0.802,0.841,0.779,0.758,1.51,1591,2.434,NA
MLI,2011,2,0.627,0.888,0.827,0.797,0.841,0.779,0.758,NA,1500,NA,NA
MLI,2012,1,0.328,0.874,0.752,0.785,0.854,0.73,0.786,NA,1412,NA,NA
MLI,2013,1,0.291,0.849,0.786,0.743,0.747,0.748,0.717,NA,1444,NA,NA
MLI,2014,2,0.555,0.849,0.807,0.741,0.749,0.748,0.764,NA,1514,NA,NA
MLI,2015,2,0.553,0.849,0.778,0.741,0.715,0.764,0.768,NA,1563,NA,NA
MLI,2016,2,0.542,0.851,0.778,0.743,0.708,0.764,0.768,NA,1604,NA,NA
MLI,2017,2,0.547,0.848,0.788,0.779,0.753,0.647,0.725,NA,NA,NA,NA
MMR,1960,1,0.445,0.79,0.61,0.335,0.685,0.468,0.613,2.39,790,NA,0
MMR,1961,1,0.461,0.809,0.62,0.335,0.6,0.468,0.613,2.474,795,NA,0
MMR,1962,0,0.19,0.696,0.25,0.246,0.229,0.681,0.366,2.558,850,NA,0
MMR,1963,0,0.08,0.063,0.074,0.184,0.036,0.839,0.241,2.642,858,NA,0
MMR,1964,0,0.07,0.034,0.03,0.166,0.032,0.839,0.216,2.726,858,NA,0
MMR,1965,0,0.07,0.034,0.03,0.166,0.032,0.839,0.212,2.81,849,NA,0
MMR,1966,0,0.07,0.034,0.03,0.166,0.032,0.839,0.212,2.894,837,NA,0
MMR,1967,0,0.07,0.034,0.03,0.166,0.032,0.839,0.212,2.978,816,NA,0
MMR,1968,0,0.07,0.034,0.03,0.166,0.032,0.839,0.212,3.062,817,NA,1
MMR,1969,0,0.07,0.034,0.03,0.166,0.032,0.839,0.212,3.146,844,NA,1
MMR,1970,0,0.07,0.034,0.03,0.166,0.032,0.839,0.206,3.23,862,NA,1
MMR,1971,0,0.07,0.034,0.03,0.166,0.032,0.839,0.206,3.302,873,NA,1
MMR,1972,0,0.07,0.034,0.03,0.166,0.032,0.839,0.206,3.374,853,NA,1
MMR,1973,0,0.07,0.034,0.03,0.166,0.032,0.838,0.206,3.446,817,NA,1
MMR,1974,0,0.075,0.034,0.031,0.166,0.032,0.736,0.206,3.518,840,NA,1
MMR,1975,0,0.138,0.034,0.031,0.166,0.032,0.871,0.206,3.59,863,NA,1
MMR,1976,0,0.138,0.034,0.031,0.166,0.032,0.871,0.206,3.662,892,NA,1
MMR,1977,0,0.138,0.034,0.031,0.166,0.032,0.871,0.206,3.734,918,NA,1
MMR,1978,0,0.138,0.034,0.033,0.166,0.032,0.871,0.206,3.806,942,NA,1
MMR,1979,0,0.138,0.034,0.033,0.166,0.032,0.871,0.206,3.878,961,NA,1
MMR,1980,0,0.141,0.034,0.044,0.166,0.093,0.871,0.214,3.95,1031,NA,1
MMR,1981,0,0.141,0.034,0.045,0.166,0.093,0.871,0.214,4.023,1069,NA,1
MMR,1982,0,0.141,0.034,0.048,0.166,0.093,0.871,0.214,4.096,1125,NA,1
MMR,1983,0,0.141,0.034,0.048,0.166,0.093,0.871,0.214,4.169,1161,NA,1
MMR,1984,0,0.141,0.034,0.048,0.166,0.093,0.871,0.214,4.242,1214,NA,1
MMR,1985,0,0.141,0.034,0.048,0.166,0.093,0.871,0.214,4.315,1221,NA,1
MMR,1986,0,0.14,0.034,0.048,0.166,0.093,0.871,0.214,4.388,1201,NA,1
MMR,1987,0,0.14,0.034,0.048,0.166,0.093,0.871,0.214,4.461,1144,NA,1
MMR,1988,0,0.107,0.058,0.087,0.166,0.096,0.889,0.197,4.534,981,NA,1
MMR,1989,0,0.097,0.053,0.2,0.166,0.096,0.893,0.197,4.607,992,NA,1
MMR,1990,0,0.125,0.091,0.242,0.166,0.096,0.893,0.191,4.68,999,3.138,1
MMR,1991,0,0.1,0.088,0.219,0.166,0.096,0.893,0.191,4.733,944,3.139,1
MMR,1992,0,0.1,0.088,0.219,0.166,0.096,0.893,0.191,4.786,999,3.139,1
MMR,1993,0,0.1,0.088,0.219,0.166,0.096,0.893,0.191,4.839,1274,3.139,1
MMR,1994,0,0.1,0.088,0.219,0.166,0.096,0.893,0.191,4.892,1211,3.373,1
MMR,1995,0,0.1,0.088,0.219,0.166,0.096,0.893,0.191,4.945,1331,3.373,1
MMR,1996,0,0.1,0.088,0.219,0.166,0.096,0.893,0.191,4.998,1314,3.996,0
MMR,1997,0,0.1,0.088,0.219,0.166,0.096,0.893,0.191,5.051,1286,4.35,0
MMR,1998,0,0.1,0.088,0.219,0.166,0.096,0.893,0.191,5.104,1523,4.364,0
MMR,1999,0,0.1,0.088,0.219,0.166,0.096,0.893,0.191,5.157,1462,4.467,0
MMR,2000,0,0.1,0.087,0.219,0.166,0.096,0.893,0.21,5.21,1427,4.469,0
MMR,2001,0,0.1,0.087,0.219,0.166,0.096,0.893,0.21,5.259,1471,5.302,NA
MMR,2002,0,0.1,0.087,0.219,0.166,0.096,0.893,0.21,5.308,1442,6.335,NA
MMR,2003,0,0.1,0.087,0.219,0.166,0.096,0.893,0.21,5.357,1642,6.335,NA
MMR,2004,0,0.1,0.087,0.219,0.166,0.096,0.893,0.21,5.406,1754,6.335,NA
MMR,2005,0,0.1,0.087,0.219,0.166,0.096,0.893,0.21,5.455,2031,6.335,NA
MMR,2006,0,0.1,0.087,0.219,0.166,0.096,0.893,0.21,5.504,2263,6.335,NA
MMR,2007,0,0.099,0.088,0.219,0.166,0.096,0.893,0.173,5.553,2487,6.335,NA
MMR,2008,0,0.101,0.094,0.219,0.166,0.096,0.893,0.187,5.602,2737,6.335,NA
MMR,2009,0,0.101,0.101,0.219,0.166,0.096,0.893,0.202,5.651,2820,6.335,NA
MMR,2010,0,0.12,0.236,0.225,0.219,0.22,0.866,0.379,5.7,3384,6.335,NA
MMR,2011,1,0.215,0.244,0.46,0.317,0.488,0.727,0.474,NA,3884,NA,NA
MMR,2012,1,0.285,0.465,0.475,0.359,0.491,0.727,0.502,NA,4539,NA,NA
MMR,2013,1,0.352,0.495,0.62,0.268,0.508,0.614,0.478,NA,4992,NA,NA
MMR,2014,1,0.362,0.585,0.616,0.271,0.538,0.604,0.503,NA,5493,NA,NA
MMR,2015,1,0.37,0.584,0.625,0.305,0.524,0.523,0.527,NA,5834,NA,NA
MMR,2016,1,0.398,0.574,0.649,0.259,0.529,0.41,0.531,NA,6139,NA,NA
MMR,2017,1,0.395,0.586,0.609,0.3,0.531,0.397,0.502,NA,NA,NA,NA
MNE,1998,1,0.402,0.657,0.669,0.808,0.761,0.582,0.757,NA,7492,NA,NA
MNE,1999,1,0.419,0.689,0.711,0.808,0.757,0.624,0.757,NA,6823,NA,NA
MNE,2000,1,0.419,0.689,0.711,0.808,0.757,0.624,0.757,NA,7182,NA,NA
MNE,2001,1,0.451,0.695,0.716,0.808,0.784,0.624,0.757,NA,7743,NA,NA
MNE,2002,1,0.474,0.701,0.713,0.808,0.784,0.624,0.813,NA,7614,NA,NA
MNE,2003,2,0.517,0.71,0.752,0.808,0.804,0.624,0.813,NA,7885,NA,NA
MNE,2004,2,0.506,0.712,0.766,0.808,0.804,0.624,0.813,NA,8368,NA,NA
MNE,2005,2,0.507,0.722,0.766,0.808,0.804,0.624,0.813,NA,8951,NA,NA
MNE,2006,2,0.502,0.721,0.767,0.808,0.806,0.624,0.844,NA,11725,13.253,NA
MNE,2007,1,0.473,0.719,0.771,0.808,0.806,0.638,0.844,NA,13656,13.253,NA
MNE,2008,1,0.484,0.719,0.776,0.808,0.806,0.638,0.844,NA,15054,13.253,NA
MNE,2009,1,0.496,0.719,0.777,0.808,0.806,0.638,0.844,NA,14296,13.253,NA
MNE,2010,1,0.482,0.724,0.769,0.808,0.789,0.638,0.844,NA,14536,13.253,NA
MNE,2011,1,0.482,0.724,0.769,0.808,0.789,0.638,0.844,NA,15747,NA,NA
MNE,2012,1,0.483,0.724,0.769,0.808,0.789,0.638,0.844,NA,15709,NA,NA
MNE,2013,1,0.498,0.744,0.777,0.883,0.81,0.624,0.809,NA,16357,NA,NA
MNE,2014,2,0.506,0.744,0.818,0.883,0.81,0.624,0.809,NA,16903,NA,NA
MNE,2015,2,0.511,0.744,0.813,0.883,0.817,0.624,0.809,NA,17738,NA,NA
MNE,2016,1,0.497,0.744,0.815,0.883,0.817,0.624,0.809,NA,18244,NA,NA
MNE,2017,1,0.446,0.733,0.818,0.868,0.79,0.7,0.788,NA,NA,NA,NA
MNG,1960,0,0.175,0.093,0.048,0.058,0.066,0.2,0.334,NA,900,NA,0
MNG,1961,0,0.182,0.093,0.061,0.058,0.066,0.2,0.365,NA,927,NA,0
MNG,1962,0,0.185,0.096,0.061,0.058,0.066,0.2,0.365,NA,954,NA,0
MNG,1963,0,0.181,0.096,0.06,0.058,0.066,0.2,0.365,NA,984,NA,0
MNG,1964,0,0.178,0.096,0.06,0.058,0.066,0.2,0.365,NA,1013,NA,0
MNG,1965,0,0.178,0.096,0.06,0.058,0.066,0.2,0.365,NA,1044,NA,0
MNG,1966,0,0.181,0.096,0.062,0.058,0.066,0.2,0.365,NA,1074,NA,0
MNG,1967,0,0.183,0.096,0.064,0.058,0.066,0.2,0.365,NA,1107,NA,0
MNG,1968,0,0.183,0.096,0.064,0.058,0.066,0.2,0.365,NA,1140,NA,0
MNG,1969,0,0.18,0.096,0.063,0.058,0.066,0.2,0.365,NA,1174,NA,0
MNG,1970,0,0.178,0.096,0.063,0.058,0.066,0.2,0.365,NA,1210,NA,0
MNG,1971,0,0.178,0.096,0.063,0.058,0.066,0.2,0.365,NA,1234,NA,0
MNG,1972,0,0.178,0.096,0.063,0.058,0.066,0.2,0.365,NA,1241,NA,0
MNG,1973,0,0.182,0.096,0.063,0.058,0.066,0.2,0.365,NA,1307,NA,0
MNG,1974,0,0.186,0.096,0.063,0.058,0.066,0.2,0.365,NA,1340,NA,0
MNG,1975,0,0.186,0.096,0.063,0.058,0.066,0.2,0.365,NA,1390,NA,0
MNG,1976,0,0.186,0.096,0.063,0.058,0.066,0.2,0.365,NA,1393,NA,0
MNG,1977,0,0.185,0.096,0.063,0.058,0.066,0.2,0.365,NA,1482,NA,0
MNG,1978,0,0.184,0.096,0.064,0.058,0.066,0.2,0.365,NA,1506,NA,0
MNG,1979,0,0.184,0.096,0.064,0.058,0.066,0.2,0.365,NA,1526,NA,0
MNG,1980,0,0.184,0.096,0.064,0.058,0.066,0.2,0.365,NA,1722,NA,0
MNG,1981,0,0.185,0.096,0.066,0.058,0.066,0.2,0.365,NA,1557,NA,0
MNG,1982,0,0.187,0.096,0.069,0.058,0.066,0.2,0.365,NA,1808,NA,0
MNG,1983,0,0.187,0.096,0.069,0.058,0.066,0.2,0.365,NA,2002,NA,0
MNG,1984,0,0.187,0.096,0.069,0.058,0.066,0.2,0.365,NA,2200,NA,0
MNG,1985,0,0.187,0.096,0.069,0.058,0.066,0.2,0.365,NA,2167,NA,0
MNG,1986,0,0.188,0.099,0.068,0.058,0.066,0.2,0.365,NA,2303,NA,0
MNG,1987,0,0.184,0.096,0.067,0.058,0.066,0.2,0.365,NA,2452,NA,0
MNG,1988,0,0.184,0.096,0.067,0.058,0.066,0.2,0.365,NA,2538,NA,0
MNG,1989,0,0.187,0.136,0.077,0.058,0.115,0.203,0.365,NA,2431,NA,0
MNG,1990,1,0.241,0.177,0.271,0.207,0.463,0.335,0.597,NA,3319,4.103,0
MNG,1991,2,0.552,0.797,0.726,0.207,0.705,0.297,0.688,NA,2385,4.103,0
MNG,1992,2,0.622,0.875,0.797,0.563,0.806,0.31,0.836,NA,2248,5.646,0
MNG,1993,2,0.728,0.921,0.869,0.918,0.834,0.328,0.836,NA,1794,8.244,0
MNG,1994,2,0.702,0.921,0.869,0.918,0.834,0.328,0.836,NA,1867,8.246,0
MNG,1995,2,0.711,0.921,0.884,0.918,0.836,0.328,0.836,NA,2368,8.483,0
MNG,1996,2,0.727,0.921,0.875,0.918,0.836,0.404,0.836,NA,2193,10.938,0
MNG,1997,2,0.724,0.935,0.89,0.918,0.885,0.404,0.836,NA,2284,11.646,0
MNG,1998,2,0.725,0.938,0.89,0.918,0.894,0.404,0.746,NA,2274,12.191,0
MNG,1999,2,0.728,0.938,0.89,0.918,0.894,0.404,0.865,NA,2392,12.228,0
MNG,2000,2,0.7,0.907,0.891,0.918,0.877,0.57,0.876,NA,2737,13.386,0
MNG,2001,2,0.717,0.907,0.894,0.918,0.877,0.57,0.876,NA,3027,13.386,NA
MNG,2002,2,0.727,0.907,0.894,0.918,0.877,0.632,0.876,NA,3295,13.386,NA
MNG,2003,2,0.731,0.914,0.894,0.918,0.877,0.632,0.876,NA,3570,13.386,NA
MNG,2004,2,0.712,0.914,0.892,0.918,0.877,0.642,0.876,NA,4188,13.386,NA
MNG,2005,2,0.706,0.914,0.878,0.918,0.877,0.649,0.876,NA,4943,13.386,NA
MNG,2006,2,0.708,0.916,0.89,0.919,0.891,0.647,0.877,NA,5774,13.386,NA
MNG,2007,2,0.724,0.908,0.898,0.915,0.895,0.645,0.877,NA,6579,13.386,NA
MNG,2008,2,0.713,0.907,0.899,0.916,0.87,0.646,0.852,NA,7034,13.386,NA
MNG,2009,2,0.712,0.913,0.898,0.918,0.88,0.644,0.879,NA,6723,13.386,NA
MNG,2010,2,0.686,0.908,0.892,0.925,0.878,0.637,0.874,NA,7487,13.386,NA
MNG,2011,2,0.706,0.911,0.894,0.925,0.88,0.636,0.874,NA,9484,NA,NA
MNG,2012,2,0.703,0.898,0.892,0.925,0.886,0.654,0.874,NA,10771,NA,NA
MNG,2013,2,0.736,0.902,0.891,0.902,0.807,0.621,0.853,NA,11088,NA,NA
MNG,2014,2,0.745,0.893,0.869,0.79,0.826,0.621,0.853,NA,11035,NA,NA
MNG,2015,2,0.701,0.892,0.849,0.795,0.819,0.636,0.853,NA,11139,NA,NA
MNG,2016,2,0.694,0.902,0.848,0.779,0.851,0.6,0.835,NA,11105,NA,NA
MNG,2017,2,0.683,0.87,0.861,0.782,0.851,0.632,0.833,NA,NA,NA,NA
MOZ,1960,0,0.028,0.148,0.064,0.033,0.139,0.366,0.105,0.45,546,NA,NA
MOZ,1961,0,0.028,0.148,0.064,0.033,0.139,0.366,0.105,0.485,561,NA,NA
MOZ,1962,0,0.026,0.15,0.064,0.033,0.139,0.366,0.08,0.52,609,NA,NA
MOZ,1963,0,0.026,0.15,0.064,0.033,0.139,0.366,0.08,0.555,571,NA,NA
MOZ,1964,0,0.027,0.15,0.062,0.033,0.127,0.366,0.08,0.59,582,NA,NA
MOZ,1965,0,0.028,0.151,0.062,0.033,0.127,0.366,0.08,0.625,581,NA,NA
MOZ,1966,0,0.028,0.151,0.062,0.033,0.127,0.366,0.08,0.66,585,NA,NA
MOZ,1967,0,0.03,0.155,0.062,0.033,0.127,0.366,0.08,0.695,622,NA,NA
MOZ,1968,0,0.03,0.155,0.062,0.033,0.127,0.366,0.08,0.73,679,NA,NA
MOZ,1969,0,0.03,0.155,0.062,0.033,0.127,0.366,0.08,0.765,733,NA,NA
MOZ,1970,0,0.03,0.155,0.062,0.033,0.127,0.366,0.08,0.8,750,NA,NA
MOZ,1971,0,0.03,0.155,0.062,0.033,0.127,0.366,0.08,0.825,780,NA,NA
MOZ,1972,0,0.03,0.155,0.062,0.033,0.127,0.366,0.08,0.85,784,NA,NA
MOZ,1973,0,0.036,0.155,0.062,0.033,0.127,0.343,0.08,0.875,786,NA,NA
MOZ,1974,NA,NA,0.156,0.07,0.033,0.127,0.348,0.08,0.9,659,NA,NA
MOZ,1975,NA,NA,0.095,0.044,0.163,0.065,0.202,0.142,0.925,548,NA,0
MOZ,1976,NA,NA,0.111,0.039,0.167,0.059,0.197,0.121,0.95,511,NA,0
MOZ,1977,0,0.082,0.111,0.039,0.167,0.059,0.193,0.121,0.975,499,NA,0
MOZ,1978,0,0.082,0.111,0.039,0.167,0.059,0.193,0.121,1,490,NA,0
MOZ,1979,0,0.082,0.111,0.039,0.167,0.059,0.193,0.121,1.025,480,NA,1
MOZ,1980,0,0.082,0.111,0.039,0.167,0.059,0.193,0.121,1.05,459,NA,1
MOZ,1981,0,0.082,0.111,0.039,0.167,0.059,0.193,0.121,1.148,469,NA,1
MOZ,1982,0,0.082,0.111,0.039,0.167,0.059,0.193,0.121,1.246,465,NA,1
MOZ,1983,0,0.082,0.111,0.039,0.167,0.059,0.193,0.121,1.344,436,NA,1
MOZ,1984,0,0.082,0.111,0.039,0.167,0.059,0.193,0.121,1.442,445,NA,1
MOZ,1985,0,0.082,0.111,0.039,0.167,0.059,0.193,0.121,1.54,373,NA,1
MOZ,1986,0,0.08,0.11,0.039,0.167,0.059,0.193,0.121,1.638,470,NA,1
MOZ,1987,0,0.081,0.108,0.039,0.167,0.059,0.229,0.121,1.736,439,NA,1
MOZ,1988,0,0.081,0.108,0.039,0.167,0.059,0.229,0.121,1.834,465,NA,1
MOZ,1989,0,0.081,0.108,0.039,0.167,0.059,0.229,0.121,1.932,497,NA,1
MOZ,1990,0,0.084,0.246,0.234,0.355,0.402,0.412,0.35,2.03,489,14.822,1
MOZ,1991,0,0.158,0.444,0.341,0.355,0.672,0.425,0.45,2.066,538,14.822,1
MOZ,1992,0,0.185,0.518,0.453,0.355,0.687,0.425,0.514,2.102,465,14.822,1
MOZ,1993,0,0.214,0.513,0.72,0.554,0.779,0.425,0.516,2.138,477,14.822,0
MOZ,1994,1,0.24,0.628,0.735,0.641,0.649,0.47,0.577,2.174,503,14.822,0
MOZ,1995,1,0.465,0.663,0.775,0.641,0.649,0.619,0.577,2.21,443,14.822,0
MOZ,1996,1,0.454,0.639,0.775,0.641,0.649,0.619,0.577,2.246,511,14.822,0
MOZ,1997,1,0.454,0.639,0.775,0.641,0.649,0.619,0.577,2.282,567,14.822,0
MOZ,1998,1,0.473,0.639,0.775,0.641,0.649,0.619,0.577,2.318,579,14.822,0
MOZ,1999,1,0.46,0.625,0.775,0.641,0.649,0.619,0.577,2.354,548,14.822,0
MOZ,2000,1,0.417,0.642,0.772,0.641,0.639,0.624,0.685,2.39,606,14.822,0
MOZ,2001,1,0.417,0.642,0.772,0.641,0.639,0.624,0.685,2.419,642,14.822,NA
MOZ,2002,1,0.417,0.642,0.772,0.641,0.639,0.624,0.685,2.448,768,15.827,NA
MOZ,2003,1,0.427,0.665,0.772,0.641,0.639,0.624,0.685,2.477,827,15.827,NA
MOZ,2004,1,0.433,0.665,0.773,0.641,0.635,0.624,0.685,2.506,844,15.827,NA
MOZ,2005,1,0.483,0.66,0.791,0.641,0.635,0.624,0.685,2.535,896,15.827,NA
MOZ,2006,1,0.487,0.665,0.786,0.641,0.635,0.624,0.685,2.564,919,15.827,NA
MOZ,2007,1,0.482,0.656,0.786,0.641,0.635,0.633,0.685,2.593,944,15.827,NA
MOZ,2008,1,0.482,0.656,0.786,0.641,0.635,0.633,0.685,2.622,974,15.827,NA
MOZ,2009,1,0.471,0.662,0.783,0.641,0.635,0.633,0.686,2.651,972,15.827,NA
MOZ,2010,1,0.422,0.645,0.716,0.703,0.635,0.633,0.673,2.68,966,15.827,NA
MOZ,2011,1,0.412,0.646,0.689,0.703,0.635,0.633,0.673,NA,925,NA,NA
MOZ,2012,1,0.416,0.646,0.689,0.703,0.635,0.633,0.673,NA,951,NA,NA
MOZ,2013,1,0.464,0.745,0.76,0.703,0.755,0.592,0.65,NA,1122,NA,NA
MOZ,2014,1,0.464,0.729,0.766,0.703,0.755,0.576,0.59,NA,1227,NA,NA
MOZ,2015,1,0.459,0.776,0.814,0.688,0.755,0.573,0.565,NA,1277,NA,NA
MOZ,2016,1,0.454,0.785,0.785,0.68,0.672,0.565,0.543,NA,1288,NA,NA
MOZ,2017,1,0.462,0.788,0.838,0.782,0.792,0.613,0.618,NA,NA,NA,NA
MRT,1960,1,0.255,0.298,0.499,0.675,0.632,0.577,0.597,1.543,1037,NA,0
MRT,1961,1,0.296,0.306,0.471,0.639,0.594,0.674,0.558,1.559,1124,NA,0
MRT,1962,1,0.23,0.306,0.155,0.639,0.6,0.616,0.558,1.575,1127,NA,0
MRT,1963,1,0.23,0.306,0.155,0.639,0.6,0.616,0.558,1.591,1094,NA,0
MRT,1964,1,0.23,0.306,0.155,0.639,0.6,0.616,0.558,1.607,1394,NA,0
MRT,1965,0,0.219,0.306,0.146,0.639,0.6,0.616,0.558,1.622,1571,NA,0
MRT,1966,0,0.212,0.306,0.139,0.639,0.6,0.616,0.558,1.638,1559,NA,0
MRT,1967,0,0.209,0.306,0.136,0.639,0.6,0.616,0.558,1.654,1592,NA,0
MRT,1968,0,0.209,0.306,0.136,0.639,0.6,0.616,0.558,1.67,1685,NA,0
MRT,1969,0,0.209,0.306,0.136,0.639,0.6,0.616,0.558,1.686,1629,NA,0
MRT,1970,0,0.214,0.338,0.136,0.639,0.6,0.616,0.617,1.702,1791,NA,0
MRT,1971,0,0.213,0.338,0.134,0.639,0.6,0.616,0.617,1.738,1772,NA,0
MRT,1972,0,0.212,0.338,0.13,0.639,0.6,0.616,0.617,1.773,1816,NA,0
MRT,1973,0,0.212,0.338,0.13,0.639,0.6,0.616,0.617,1.808,1765,NA,0
MRT,1974,0,0.212,0.338,0.13,0.639,0.6,0.616,0.617,1.844,1846,NA,0
MRT,1975,0,0.213,0.338,0.132,0.639,0.6,0.616,0.617,1.88,2030,NA,0
MRT,1976,0,0.215,0.338,0.142,0.639,0.6,0.616,0.617,1.915,2190,NA,0
MRT,1977,0,0.215,0.338,0.142,0.639,0.6,0.616,0.617,1.95,2149,NA,0
MRT,1978,0,0.155,0.195,0.144,0.635,0.434,0.643,0.617,1.986,1947,NA,0
MRT,1979,0,0.102,0.173,0.115,0.563,0.385,0.68,0.347,2.022,2043,NA,0
MRT,1980,0,0.102,0.173,0.115,0.563,0.385,0.68,0.347,2.057,1961,NA,0
MRT,1981,0,0.102,0.173,0.115,0.563,0.385,0.68,0.347,2.11,1971,NA,0
MRT,1982,0,0.102,0.173,0.115,0.563,0.385,0.68,0.347,2.163,1808,NA,0
MRT,1983,0,0.102,0.173,0.115,0.563,0.385,0.68,0.347,2.215,1805,NA,0
MRT,1984,0,0.103,0.219,0.115,0.563,0.385,0.68,0.347,2.268,1743,NA,0
MRT,1985,0,0.103,0.219,0.115,0.624,0.385,0.778,0.264,2.321,1767,NA,0
MRT,1986,0,0.103,0.219,0.115,0.624,0.385,0.778,0.264,2.374,1833,NA,0
MRT,1987,0,0.112,0.267,0.115,0.624,0.385,0.778,0.264,2.427,1831,NA,0
MRT,1988,0,0.112,0.267,0.115,0.624,0.385,0.778,0.264,2.479,1826,NA,0
MRT,1989,0,0.115,0.297,0.115,0.624,0.385,0.778,0.174,2.532,1832,NA,0
MRT,1990,0,0.123,0.33,0.115,0.624,0.385,0.778,0.174,2.585,1745,0.536,0
MRT,1991,0,0.13,0.413,0.171,0.624,0.385,0.778,0.241,2.665,1786,0.536,0
MRT,1992,1,0.198,0.593,0.339,0.624,0.434,0.806,0.403,2.744,1732,0.536,0
MRT,1993,1,0.294,0.593,0.489,0.624,0.434,0.813,0.451,2.824,1853,0.536,0
MRT,1994,1,0.303,0.593,0.543,0.624,0.434,0.813,0.451,2.903,1907,0.536,0
MRT,1995,1,0.309,0.604,0.54,0.624,0.434,0.813,0.451,2.983,1750,0.536,0
MRT,1996,1,0.309,0.625,0.529,0.699,0.434,0.813,0.451,3.063,1938,0.536,0
MRT,1997,1,0.295,0.625,0.49,0.699,0.434,0.813,0.451,3.142,1824,0.536,0
MRT,1998,1,0.302,0.625,0.473,0.699,0.434,0.813,0.451,3.222,1850,0.536,0
MRT,1999,1,0.302,0.625,0.473,0.699,0.434,0.813,0.451,3.301,1955,0.536,0
MRT,2000,1,0.311,0.632,0.52,0.714,0.622,0.813,0.451,3.381,1945,0.536,0
MRT,2001,1,0.316,0.662,0.526,0.714,0.622,0.813,0.451,3.491,1938,0.536,NA
MRT,2002,1,0.326,0.665,0.546,0.714,0.622,0.813,0.451,3.602,2056,0.536,NA
MRT,2003,1,0.326,0.665,0.543,0.714,0.622,0.813,0.451,3.712,2304,0.536,NA
MRT,2004,1,0.323,0.717,0.523,0.714,0.622,0.813,0.566,3.823,2359,0.536,NA
MRT,2005,1,0.283,0.764,0.539,0.714,0.815,0.769,0.566,3.934,2648,0.536,NA
MRT,2006,0,0.234,0.83,0.55,0.718,0.786,0.738,0.8,4.044,2909,0.536,NA
MRT,2007,1,0.456,0.832,0.7,0.718,0.821,0.767,0.859,4.154,2831,0.536,NA
MRT,2008,1,0.382,0.832,0.575,0.718,0.672,0.797,0.859,4.265,2695,0.536,NA
MRT,2009,1,0.381,0.831,0.617,0.718,0.672,0.816,0.806,4.375,2546,0.536,NA
MRT,2010,2,0.501,0.817,0.679,0.718,0.672,0.816,0.806,4.486,2858,0.536,NA
MRT,2011,2,0.501,0.817,0.679,0.718,0.672,0.816,0.806,NA,3104,NA,NA
MRT,2012,2,0.513,0.817,0.679,0.718,0.672,0.816,0.806,NA,3095,NA,NA
MRT,2013,1,0.506,0.818,0.675,0.765,0.607,0.835,0.549,NA,2933,NA,NA
MRT,2014,1,0.432,0.793,0.553,0.816,0.598,0.835,0.554,NA,3357,NA,NA
MRT,2015,1,0.434,0.773,0.556,0.821,0.615,0.835,0.542,NA,3323,NA,NA
MRT,2016,1,0.422,0.775,0.556,0.82,0.608,0.835,0.529,NA,3307,NA,NA
MRT,2017,1,0.417,0.648,0.509,0.509,0.447,0.785,0.473,NA,NA,NA,NA
MUS,1960,0,0.362,0.83,0.844,0.55,0.755,0.387,0.856,2.976,3465,NA,NA
MUS,1961,0,0.364,0.83,0.844,0.53,0.755,0.387,0.856,3.09,4219,NA,NA
MUS,1962,0,0.364,0.83,0.844,0.53,0.755,0.387,0.856,3.203,4373,NA,NA
MUS,1963,0,0.364,0.847,0.843,0.53,0.755,0.387,0.764,3.316,4546,NA,NA
MUS,1964,0,0.362,0.847,0.839,0.53,0.755,0.387,0.764,3.43,4634,NA,NA
MUS,1965,0,0.362,0.847,0.839,0.53,0.755,0.387,0.764,3.543,4388,NA,NA
